IP,id,id2,counter,core_temp,ADC1,ADC2,ADC3,battery
fd00::212:4b00:615:aaee,171,0,380,22620,17508,0,1492,3137
fd00::212:4b00:615:aaee,171,0,381,22143,17508,0,1492,3134
fd00::212:4b00:615:aaee,171,0,382,22143,17508,0,1492,3133
fd00::212:4b00:615:aaee,171,0,383,22381,17500,0,1492,3132
fd00::212:4b00:615:aaee,171,0,384,22381,17504,0,1496,3132
fd00::212:4b00:615:aaee,171,0,385,22143,17508,0,1492,3130
fd00::212:4b00:615:aaee,171,0,386,21905,17508,0,1492,3129
fd00::212:4b00:615:aaee,171,0,387,22143,17512,0,1488,3127
fd00::212:4b00:615:aaee,171,0,388,22143,17508,0,1492,3126
fd00::212:4b00:615:aaee,171,0,389,22381,17512,0,1492,3127
fd00::212:4b00:615:aaee,171,0,390,22143,17516,0,1496,3125
fd00::212:4b00:615:aaee,171,0,391,22381,17512,0,1496,3123
fd00::212:4b00:615:aaee,171,0,392,22381,17508,0,1496,3123
fd00::212:4b00:615:aaee,171,0,393,21905,17508,0,1492,3120
fd00::212:4b00:615:aaee,171,0,394,22381,17508,0,1492,3120
fd00::212:4b00:615:aaee,171,0,395,21905,17512,0,1492,3120
fd00::212:4b00:615:aaee,171,0,396,22381,17516,0,1492,3120
fd00::212:4b00:615:aaee,171,0,397,22143,17512,0,1492,3117
fd00::212:4b00:615:aaee,171,0,398,21905,17516,0,1492,3116
fd00::212:4b00:615:aaee,171,0,399,21905,17512,0,1492,3114
fd00::212:4b00:615:aaee,171,0,400,22143,17512,0,1492,3115
fd00::212:4b00:615:aaee,171,0,401,22143,17516,0,1492,3115
fd00::212:4b00:615:aaee,171,0,402,22143,17520,0,1492,3113
fd00::212:4b00:615:aaee,171,0,403,21905,17520,0,1488,3110
fd00::212:4b00:615:aaee,171,0,404,22143,17516,0,1488,3111
fd00::212:4b00:615:aaee,171,0,405,22381,17520,0,1492,3110
fd00::212:4b00:615:aaee,171,0,406,22381,17516,0,1496,3108
